id_restaurant,street_num,street_name,city
825,171,"w a st",dixon
826,100,"s 1st st",dixon
827,100,"s 1st st",dixon
828,630,"union ave",fairfield
829,11829,"river rd",forestville
830,42,"petaluma boulevard",petaluma
831,10056,main,petaluma
832,23,"petaluma blvd n",petaluma
833,5688,"lakeville hwy",petaluma
834,6650,"bloomfield rd",petaluma
835,122,"washington st",petaluma
836,4851,"redwood dr","rohnert park"
837,10,"enterprise dr","rohnert park"
838,5000,"commerce blvd","rohnert park"
839,180,"bellam blvd","san rafael"
840,2700,"yulupa ave","santa rosa"
841,1529,"farmers ln","santa rosa"
842,4776,"sonoma hwy","santa rosa"
843,2700,"yulupa ave","santa rosa"
844,595,"highway 1","santa rosa"
845,19,"old courthouse sq","santa rosa"
846,5344,"sebastopol rd","santa rosa"
847,3330,"yulupa ave","santa rosa"
848,600,"administration dr","santa rosa"
849,248,"coddingtown cetner","santa rosa"
850,599,bridgeway,sausalito
851,124,"s main st",sebastopol
852,6957,"sebastopol ave",sebastopol
853,9005,"graton rd",sebastopol
854,133,"e napa st",sonoma
855,19315,"sonoma hwy",sonoma
856,701,"main st","suisun city"
857,701,"cedar st","suisun city"
858,900,"fairgrounds dr",vallejo
859,579,"castro st","san francisco"
860,101,"spear st","san francisco"
861,NULL,"- 300 plymouth ave","san francisco"
862,5701,"geary blvd","san francisco"
863,101,"shannon st","san francisco"
864,800,"stanyan st","san francisco"
865,1153,"valencia st","san francisco"
866,10,"mason st","san francisco"
867,4314,"california st","san francisco"
868,256,"columbus ave","san francisco"
869,400,"van ness ave","san francisco"
870,630,"sansome st","san francisco"
871,900,"cole st","san francisco"
872,200,"paul ave","san francisco"
873,1568,"haight st","san francisco"
874,NULL,NULL,NULL
875,1705,"yosemite ave","san francisco"
876,2050,"divisadero st","san francisco"
877,160,"spear st","san francisco"
878,256,"columbus ave","san francisco"
879,127,7th,"san francisco"
880,1509,"hyde st","san francisco"
881,400,"van ness ave","san francisco"
882,405,"mason st","san francisco"
883,925,"chenery st","san francisco"
884,211,"main st","san francisco"
885,655,"union st","san francisco"
886,400,"geary st","san francisco"
887,651,"emerson st","palo alto"
888,15,"1/2 n santa cruz ave","los gatos"
889,2655,"el camino real","santa clara"
890,157,"e el camino real",sunnyvale
891,NULL,"el camino real","palo alto"
892,31,"santa clara","san jose"
893,152,"san fernando","san jose"
894,736,washington,oakland
895,1920,shattuck,berkeley
896,1652,"stockton st.","san francisco"
897,1723,sutter,"san francisco"
898,3015,"hopyard rd",pleasanton
899,398,"hayes st","san francisco"
900,68,"fourth st., (1/2 block from market st.)","san francisco"
901,708,clement,"san francisco"
902,15,"harbor st","san rafael"
903,6200,"center st.",clayton
904,NULL,"ramon blvd.","san ramon"
905,331,"hartz ave",danville
906,333,"california ave",burlingame
907,555,"2nd st","san francisco"
908,7,"st @ (798) brannan","san francisco"
909,1620,"saratoga avenue #390","san jose"
910,661,"howard st (at 3rd)","san francisco"
911,1403,"lincoln ave.",calistoga
912,345,"healdsburg avenue",healdsburg
913,5995,"mowry ave",newark
914,NULL,NULL,NULL
915,NULL,NULL,NULL
916,8059,"aptos st",aptos
917,3252,"adeline st",berkeley
918,1686,"shattuck ave",berkeley
919,1958,"shattuck ave",berkeley
920,8335,"brentwood blvd ste c",brentwood
921,700,"e campbell ave",campbell
922,200,"sycamore valley rd w",danville
923,1940,"university ave # c","east palo alto"
924,11299,"san pablo ave","el cerrito"
925,420,"executive ct n ste g",fairfield
926,2904,"alameda ave","half moon bay"
927,2730,"cavanagh ct",hayward
928,300,"a st",hayward
929,22365,"mission blvd",hayward
930,2730,"cavanagh ct",hayward
931,NULL,NULL,NULL
932,15551,"flintridge dr","los gatos"
933,2250,"pacheco blvd",martinez
934,209,"s. main st",milpitas
935,5698,"thornton ave",newark
936,326,"e 18th st",oakland
937,2676,"fruitvale ave",oakland
938,3114,"san pablo ave",oakland
939,5299,"college ave # a",oakland
940,10135,"pippin st",oakland
941,10739,"macarthur blvd",oakland
942,3415,"telegraph ave",oakland
943,799,"san antonio ave","palo alto"
944,1941,"oak park blvd ste 40","pleasant hill"
945,4040,"pimlico dr",pleasanton
946,574,"wellington dr","san carlos"
947,1665,folsom,"san francisco"
948,1516,"ocean avenue","san francisco"
949,1117,fillmore,"san francisco"
950,126,ellis,"san francisco"
951,491,"saratoga ave","san jose"
952,154,"post st","san jose"
953,1870,"alum rock ave","san jose"
954,21,"n 2nd st","san jose"
955,505,"e santa clara st","san jose"
956,1688,"berryessa rd","san jose"
957,1711,"branham ln ste a-9","san jose"
958,5230,"union ave","san jose"
959,2985,"cortina dr","san jose"
960,1110,"s bascom ave","san jose"
961,1685,"four oaks rd","san jose"
962,3309,"san felipe rd","san jose"
963,4999,"westdale dr","san jose"
964,16680,"e 14th st","san leandro"
965,420,"executive ct n ste g","suisun city"
966,101,"s murphy ave",sunnyvale
967,1038,"e el camino real",sunnyvale
968,1179,"w. el camino real",sunnyvale
969,410,"west a st",hayward
970,3064,"pacific ave.",livermore
971,NULL,NULL,NULL
972,841,"petaluma blvd n",petaluma
973,1380,"lincoln ave","san rafael"
974,NULL,NULL,NULL
975,3963,"gravenstein highway",sebastopol
976,108,"sunset ave","suisun city"
977,310,"mini dr",vallejo
978,3741,"geary blvd","san francisco"
979,2619,"mission st","san francisco"
980,NULL,NULL,NULL
981,404,"s 2nd","san jose"
982,262,"s 2nd","san jose"
983,175,"s 2nd","san jose"
984,129,"first st",benicia
985,201,"s. b st","san mateo"
986,NULL,bl.,fremont
987,NULL,"blvd, just north of thorton ave",newark
988,NULL,blvd.,newark
989,980,"east campell ave.",campbell
990,4627,"geary blvd","san francisco"
991,500,"east cotati ave",cotati
992,34751,"ardenwood blvd",newark
993,NULL,"blvd at 165th ave.","san leandro"
994,NULL,castroville,castroville
995,2319,"south el camino","san mateo"
996,1616,"west el camino real","mountain view"
997,1616,"w. el camino real","mountain view"
998,405,"north san pedro rd","san rafael"
999,1345,"bush st","san francisco"
1000,NULL,NULL,NULL
1001,1580,"solano ave.",albany
1002,2128,"chestnut st","san francisco"
1003,68,"fourth st., (1/2 block from market st.)","san francisco"
1004,1772,market,"san francisco"
